638754;AKU-1823562;A9463560226;Verþlë stebulës G (naudota);1;vnt.;1.00 vnt.;KN-Serv;3;
638908;AKU-1823976;2.51998E+12;Kaitinimo strypas  D9W E129 18V ;1;vnt.;1.00 vnt.;KL-Real;37.54;
639442;AKU-1821671;330224T;LAIDAS Á DANGTELÁ 8X250;1;vnt.;1.00 vnt.;VL-Serv;4;
640389;AKU-1822300;A9463560152;Poverþlë prie guolio (naudota);1;vnt.;1.00 vnt.;VL-Real;4;
640798;AKU-1822250;1656418;Vairo stiprintuvo vamzdelis plonas su þarnele (naudotas);1;vnt.;1.00 vnt.;KN-Serv;50;
642786;AKU-1824008;A9585200353DEF;Oro filtro korpusas DEFEKTAS (naudotas);1;vnt.;1.00 vnt.;SL-Real;200;
643220;AKU-1822992;A9606663528;Pakopa;1;vnt.;1.00 vnt.;SL-Real;18.2;
643581;AKU-1824035;1.02114E+12;Oro vamzdis 75 mm;0.3;m.;0.30 m.;VL-Real;2.83;
643719;AKU-1822394;A0007200018;Stiklas k.p. durø;1;vnt.;1.00 vnt.;SL-Serv;169.6;
647225;AKU-1822562;A0024464321;Prietaisø skydelis E3 su AdBlue (naudotas) ;1;vnt.;1.00 vnt.;KL-Serv;405;
647451;AKU-1823752;1322426A;Liepsnos daviklis AT2000 ST;1;vnt.;1.00 vnt.;VL-Serv;52.62;
651006;AKU-1822826;DIN50916;Apkaba Dinex;1;vnt.;1.00 vnt.;KN-Serv;5.4;
651584;AKU-1822826;A0029870940;Laikiklis/pagalvëlë (naudota);2;vnt.;2.00 vnt.;KN-Serv;6;
652079;AKU-1823552;9010616A;Perkaitimo saugiklis Thermo 90ST WEBASTO;1;vnt.;1.00 vnt.;VL-Real;44.7;
653034;AKU-1823509;16420;Jungtis metalinë susukama 10mm;2;vnt.;2.00 vnt.;KN-Real;3.57;
653334;AKU-1822655;A0180946402;Oro filtro korpusas su davikliu (naudotas)PJM;1;vnt.;1.00 vnt.;VL-Real;219.83;
653605;AKU-1823179;A9305060035;Auðinimo þarna (naudota);1;vnt.;1.00 vnt.;KN-Serv;4;
653701;AKU-1822390;A9436662331;Laikiklis laipto prie kabinos d.p (naudotas);1;vnt.;1.00 vnt.;KN-Real;9.3;
656412;AKU-1822920;2.52122E+11;Þvakës tinkliukas Hydronic I D5W I EBERSPACHER;1;vnt.;1.00 vnt.;KL-Serv;12.45;
656694;AKU-1821521;A9303102058;Virðutinis priekinio sparno laikiklis d.p (naudotas);1;vnt.;1.00 vnt.;KL-Real;20;
657053;AKU-1823908;A0004462161;Valdymo blokas FRONTMODUL (naudotas);1;vnt.;1.00 vnt.;VL-Serv;372;
657905;AKU-1822390;A9416600112;Laikiklis ðtangos prie laipto (naudotas);1;vnt.;1.00 vnt.;KN-Real;7.44;
